266|49|1|5
267|49|1|4
268|49|1|4
269|49|1|4
270|49|2|5
271|49|1|4
272|49|2|4
273|49|2|4
274|49|1|4
275|49|1|4
276|49|1|3
277|49|2|4
278|49|1|3
279|49|3|4
280|49|1|4
281|50|2|5
282|50|1|4
283|50|1|4
284|50|1|4
285|50|1|4
286|50|1|3
287|50|1|4
288|50|1|4
289|51|3|5
290|52|2|4
291|53|3|5
292|54|5|4
293|55|1|4
294|56|1|3
295|57|2|4
296|58|1|2
297|58|1|2
298|59|2|4
299|60|1|4
300|61|1|3
301|62|2|4
302|62|3|4
303|62|3|4
304|63|2|1
305|64|2|5
306|65|1|3
307|66|1|3
308|66|2|4
309|66|2|4
310|66|1|4
311|66|2|4
312|66|2|4
313|66|2|4
314|66|1|4
315|66|1|5
316|66|2|3
317|66|1|4
318|66|1|4
319|66|1|4
320|66|1|4
321|66|2|4
322|66|1|4
323|66|1|4
324|66|1|3
325|66|2|4
326|66|2|4
327|66|2|4
328|66|1|4
329|66|2|5
330|66|1|4
331|66|1|3
332|66|1|5
333|66|2|4
334|66|2|4
335|66|1|1
336|67|12|5
337|68|1|5
338|69|1|4
339|70|1|3
340|70|2|5
341|70|2|5
342|71|2|4
343|72|1|4
344|73|4|5
345|74|3|3
346|74|1|4
347|74|1|4
348|75|2|3
349|76|1|5
350|76|2|4
351|76|3|4
352|76|1|5
353|76|2|4
354|76|2|5
355|77|1|3
356|77|1|4
357|78|1|5
358|79|2|4
359|79|2|4
360|80|1|5
361|80|3|5
362|80|2|4
363|81|2|4
364|82|1|4
365|83|1|4
366|84|2|5
367|85|2|4
368|85|3|4
369|85|3|4
370|85|2|4
371|85|2|3
372|85|1|3
373|85|1|4
374|85|1|5
375|85|1|3
376|85|1|3
377|85|1|3
378|85|1|4
379|85|2|4
380|85|1|4
381|85|1|4
382|85|2|5
383|85|2|5
384|85|1|4
385|85|1|5
386|85|1|2
387|85|3|5
388|85|1|4
389|85|1|4
390|85|1|3
391|85|1|3
392|85|1|4
393|85|1|5
394|86|3|4
395|86|2|4
396|86|2|4
397|86|3|5
398|86|2|4
399|86|1|4
400|87|1|4
401|88|1|3
402|88|1|3
403|89|1|4
404|89|1|4
405|89|1|4
406|89|1|4
407|89|1|4
408|89|1|4
409|89|1|4
410|89|1|4
411|89|2|5
412|89|1|3
413|89|3|4
414|89|1|3
415|89|1|4
416|90|3|5
417|91|4|4
418|92|1|5
419|93|2|5
420|93|3|5
421|94|2|5
422|94|6|4
423|94|1|4
424|94|3|4
425|94|1|4
426|94|2|3
427|94|2|5
428|94|3|5
429|94|1|4
430|94|3|4
431|94|1|4
432|94|1|5
433|94|2|3
434|94|1|5
435|94|1|3
436|94|1|3
437|94|1|5
438|94|1|4
439|94|1|3
440|94|5|4
441|94|1|5
442|94|1|4
443|94|1|3
444|95|2|4
445|95|2|4
446|95|1|5
447|95|2|4
448|95|1|4
449|95|2|4
450|96|1|2
451|96|1|5
452|96|2|5
453|96|1|4
454|96|1|5
455|96|2|4
456|96|1|4
457|96|3|4
458|96|1|5
459|96|2|4
460|96|1|4
461|96|2|4
462|96|2|3
463|96|1|4
464|96|1|4
465|96|1|4
466|96|2|4
467|96|1|4
468|96|2|4
469|96|1|4
470|96|1|5
471|96|1|4
472|96|2|5
473|96|1|4
474|96|1|4
475|96|1|4
476|96|1|4
477|96|1|4
478|96|1|4
479|96|1|4
480|96|1|4
481|96|1|3
482|96|1|3
483|97|1|4
484|98|3|4
485|99|3|5
486|99|3|5
487|100|1|2
488|101|2|5
489|101|1|4
490|101|5|4
491|101|2|5
492|101|4|5
493|101|4|5
494|101|5|5
495|101|2|4
496|102|2|4
497|102|2|3
498|103|2|4
499|103|1|4
500|103|1|4
501|104|1|4
502|105|3|5
503|106|2|5
504|106|2|4
505|106|1|4
506|106|2|4
507|106|1|4
508|106|1|5
509|106|1|5
510|106|1|4
511|106|1|5
512|106|1|4
513|106|1|2
514|106|1|5
515|106|1|4
516|106|1|3
517|106|1|4
518|107|1|4
519|108|1|3
520|108|2|3
521|108|1|5
522|108|2|4
523|108|2|5
524|108|3|4
525|108|2|4
526|108|1|5
527|108|1|4
528|108|1|4
529|108|1|3
530|108|1|3
531|108|1|3
532|109|1|3
533|109|2|5
534|109|2|4
535|109|2|4
536|109|2|4
537|109|1|5
538|109|2|4
539|109|2|5
540|109|2|4
541|109|1|4
542|109|1|5
543|109|1|4
544|109|1|5
545|110|1|5
546|110|1|3
547|110|2|4
548|110|2|3
549|110|1|4
550|110|1|4
551|110|2|4
552|111|1|4
553|111|2|3
554|112|1|3
555|113|2|4
556|113|3|5
557|114|5|5
558|114|5|5
559|115|1|4
560|116|2|4
561|116|1|5
562|116|1|5
563|116|2|4
564|117|1|5
565|117|5|5
566|117|1|4
567|117|1|5
568|117|2|5
569|117|1|4
570|117|1|4
571|117|1|4
572|117|1|4
573|117|2|5
574|117|1|4
575|117|1|4
576|117|1|4
577|117|1|4
578|117|1|3
579|117|1|4
580|117|1|3
581|117|2|4
582|117|1|3
583|117|1|3
584|117|1|3
585|117|2|4
586|117|1|4
587|118|2|4
588|118|2|4
589|118|2|4
590|118|1|4
591|118|1|4
592|118|1|3
593|119|1|3
594|119|1|3
595|120|1|4
596|120|3|4
597|121|1|3
598|122|2|2
599|123|2|4
600|123|1|2
601|124|2|4
602|124|1|4
603|125|4|3
604|126|3|4
605|126|3|5
606|126|1|5
607|126|2|4
608|126|1|3
609|126|1|4
610|126|2|5
611|126|2|4
612|126|1|4
613|126|2|4
614|126|2|4
615|126|7|3
616|126|1|4
617|126|1|4
618|126|1|3
619|126|2|3
620|127|2|4
621|127|1|5
622|127|2|4
623|127|2|4
624|127|1|3
625|127|1|4
626|127|1|4
627|127|2|3
628|128|1|4
629|128|1|3
630|129|2|3
631|129|1|3
632|129|1|3
633|129|3|3
634|129|4|4
635|130|1|4
636|131|1|5
637|131|2|3
638|131|4|4
639|132|1|5
640|132|1|4
641|132|1|4
642|132|1|4
643|132|2|4
644|132|1|3
645|132|1|3
646|132|1|4
647|132|1|4
648|132|1|3
649|133|2|4
650|133|5|4
651|133|2|5
652|134|1|4
653|134|2|4
654|135|4|4
655|135|1|4
656|135|1|5
657|136|4|4
658|137|1|4
659|137|1|4
660|138|2|4
661|138|2|5
662|138|1|4
663|139|1|4
664|140|2|4
665|140|3|5
666|140|1|4
667|140|1|4
668|140|1|4
669|140|2|2
670|140|2|4
671|140|1|5
672|140|1|4
673|140|2|3
674|140|1|3
675|140|1|4
676|140|1|4
677|140|1|3
678|140|1|4
